3.195500000000000007e+00,2.829000000000000181e+00,9.599000000000000199e+00,8.196999999999999842e-01,1.000000000000000000e+00,2.000000000000000111e-01,1.313000000000000078e+01,1.030000000000000071e+01
2.857099999999999973e+00,2.852399999999999824e+00,1.031450000000000067e+01,8.649000000000000021e-01,1.000000000000000000e+00,2.000000000000000111e-01,1.498000000000000043e+01,1.143999999999999950e+01
2.686999999999999833e+00,2.672000000000000153e+00,8.926600000000000534e+00,9.314000000000000057e-01,1.000000000000000000e+00,2.000000000000000111e-01,1.459999999999999964e+01,1.133999999999999986e+01
2.590599999999999792e+00,2.687500000000000000e+00,8.843700000000000117e+00,9.963999999999999524e-01,1.000000000000000000e+00,2.000000000000000111e-01,1.473000000000000043e+01,1.126999999999999957e+01
2.498699999999999921e+00,2.521999999999999797e+00,8.283899999999999153e+00,1.051500000000000101e+00,1.000000000000000000e+00,2.000000000000000111e-01,1.416999999999999993e+01,1.084999999999999964e+01
2.457899999999999974e+00,2.547400000000000109e+00,8.297399999999999665e+00,1.097199999999999953e+00,1.000000000000000000e+00,2.000000000000000111e-01,1.436999999999999922e+01,1.091000000000000014e+01
2.423299999999999788e+00,2.689000000000000057e+00,8.737199999999999633e+00,1.154099999999999904e+00,1.000000000000000000e+00,2.000000000000000111e-01,1.461999999999999922e+01,1.090000000000000036e+01
2.380500000000000060e+00,2.708000000000000185e+00,8.698299999999999699e+00,1.160900000000000043e+00,1.000000000000000000e+00,2.000000000000000111e-01,1.440000000000000036e+01,1.066999999999999993e+01
2.334700000000000220e+00,2.651299999999999990e+00,8.526099999999999568e+00,1.190399999999999903e+00,1.000000000000000000e+00,2.000000000000000111e-01,1.427999999999999936e+01,1.058999999999999986e+01
2.315900000000000070e+00,2.648499999999999854e+00,8.606799999999999784e+00,1.188499999999999890e+00,1.000000000000000000e+00,2.000000000000000111e-01,1.413000000000000078e+01,1.040000000000000036e+01
2.294299999999999784e+00,2.548999999999999932e+00,8.159399999999999764e+00,1.185499999999999998e+00,1.000000000000000000e+00,2.000000000000000111e-01,1.383999999999999986e+01,1.030000000000000071e+01
2.275799999999999823e+00,2.575000000000000178e+00,8.249900000000000233e+00,1.191599999999999993e+00,1.000000000000000000e+00,2.000000000000000111e-01,1.408999999999999986e+01,1.039000000000000057e+01
2.261099999999999888e+00,2.536000000000000032e+00,8.081899999999999196e+00,1.208599999999999897e+00,1.000000000000000000e+00,2.000000000000000111e-01,1.392999999999999972e+01,1.030000000000000071e+01
2.256699999999999928e+00,2.491999999999999993e+00,7.880399999999999849e+00,1.207899999999999974e+00,1.000000000000000000e+00,2.000000000000000111e-01,1.373000000000000043e+01,1.023000000000000043e+01
2.243799999999999795e+00,2.461699999999999999e+00,7.783699999999999619e+00,1.210099999999999953e+00,1.000000000000000000e+00,2.000000000000000111e-01,1.366000000000000014e+01,1.026999999999999957e+01
2.227399999999999824e+00,2.523299999999999876e+00,8.133599999999999497e+00,1.198700000000000099e+00,1.000000000000000000e+00,2.000000000000000111e-01,1.375999999999999979e+01,1.046000000000000085e+01
2.211399999999999810e+00,2.516799999999999926e+00,8.100099999999999412e+00,1.201600000000000001e+00,1.000000000000000000e+00,2.000000000000000111e-01,1.367999999999999972e+01,1.047000000000000064e+01
2.200800000000000090e+00,2.486899999999999888e+00,7.957900000000000418e+00,1.203300000000000036e+00,1.000000000000000000e+00,2.000000000000000111e-01,1.353999999999999915e+01,1.044999999999999929e+01
2.186700000000000088e+00,2.513999999999999790e+00,8.030799999999999272e+00,1.205400000000000027e+00,1.000000000000000000e+00,2.000000000000000111e-01,1.363000000000000078e+01,1.049000000000000021e+01
2.173999999999999932e+00,2.591600000000000126e+00,8.210900000000000531e+00,1.206399999999999917e+00,1.000000000000000000e+00,2.000000000000000111e-01,1.373000000000000043e+01,1.044999999999999929e+01
2.165900000000000158e+00,2.559099999999999930e+00,8.073399999999999466e+00,1.211799999999999988e+00,1.000000000000000000e+00,2.000000000000000111e-01,1.360999999999999943e+01,1.035999999999999943e+01
2.159800000000000164e+00,2.556799999999999962e+00,7.999500000000000277e+00,1.206199999999999939e+00,1.000000000000000000e+00,2.000000000000000111e-01,1.360999999999999943e+01,1.035999999999999943e+01
2.151699999999999946e+00,2.553700000000000081e+00,7.962500000000000355e+00,1.204599999999999893e+00,1.000000000000000000e+00,2.000000000000000111e-01,1.358999999999999986e+01,1.034999999999999964e+01
2.145799999999999930e+00,2.570600000000000218e+00,7.991799999999999571e+00,1.196099999999999941e+00,1.000000000000000000e+00,2.000000000000000111e-01,1.363000000000000078e+01,1.040000000000000036e+01
2.143200000000000216e+00,2.537199999999999900e+00,7.840799999999999770e+00,1.189000000000000057e+00,1.000000000000000000e+00,2.000000000000000111e-01,1.353999999999999915e+01,1.039000000000000057e+01
2.138999999999999790e+00,2.536900000000000155e+00,7.823000000000000398e+00,1.187100000000000044e+00,1.000000000000000000e+00,2.000000000000000111e-01,1.356000000000000050e+01,1.041000000000000014e+01
2.137500000000000178e+00,2.538199999999999790e+00,7.805200000000000138e+00,1.187500000000000000e+00,1.000000000000000000e+00,2.000000000000000111e-01,1.356000000000000050e+01,1.043999999999999950e+01
2.133399999999999963e+00,2.535400000000000098e+00,7.873300000000000409e+00,1.183400000000000007e+00,1.000000000000000000e+00,2.000000000000000111e-01,1.352999999999999936e+01,1.049000000000000021e+01
2.128099999999999881e+00,2.573900000000000077e+00,8.224299999999999500e+00,1.179999999999999938e+00,1.000000000000000000e+00,2.000000000000000111e-01,1.360999999999999943e+01,1.080000000000000071e+01
2.127200000000000202e+00,2.579200000000000159e+00,8.193799999999999528e+00,1.178199999999999914e+00,1.000000000000000000e+00,2.000000000000000111e-01,1.366999999999999993e+01,1.088000000000000078e+01
2.121799999999999908e+00,2.577999999999999847e+00,8.157899999999999707e+00,1.181400000000000006e+00,1.000000000000000000e+00,2.000000000000000111e-01,1.367999999999999972e+01,1.091000000000000014e+01
2.114599999999999813e+00,2.551299999999999901e+00,8.025299999999999656e+00,1.182900000000000063e+00,1.000000000000000000e+00,2.000000000000000111e-01,1.358999999999999986e+01,1.086999999999999922e+01
2.108299999999999841e+00,2.535099999999999909e+00,7.930699999999999861e+00,1.183300000000000018e+00,1.000000000000000000e+00,2.000000000000000111e-01,1.352999999999999936e+01,1.083000000000000007e+01
2.100600000000000023e+00,2.533999999999999808e+00,7.900100000000000122e+00,1.179999999999999938e+00,1.000000000000000000e+00,2.000000000000000111e-01,1.355000000000000071e+01,1.085999999999999943e+01
2.094300000000000050e+00,2.541799999999999837e+00,7.922600000000000087e+00,1.176600000000000090e+00,1.000000000000000000e+00,2.000000000000000111e-01,1.358000000000000007e+01,1.088000000000000078e+01
2.087800000000000100e+00,2.529799999999999827e+00,7.831999999999999851e+00,1.179400000000000004e+00,1.000000000000000000e+00,2.000000000000000111e-01,1.353999999999999915e+01,1.085999999999999943e+01
2.082699999999999996e+00,2.538100000000000023e+00,7.840499999999999581e+00,1.182199999999999918e+00,1.000000000000000000e+00,2.000000000000000111e-01,1.357000000000000028e+01,1.090000000000000036e+01
2.076999999999999957e+00,2.545900000000000052e+00,7.946900000000000297e+00,1.179799999999999960e+00,1.000000000000000000e+00,2.000000000000000111e-01,1.358999999999999986e+01,1.102999999999999936e+01
2.072799999999999976e+00,2.556599999999999984e+00,8.044900000000000162e+00,1.178500000000000103e+00,1.000000000000000000e+00,2.000000000000000111e-01,1.358999999999999986e+01,1.111999999999999922e+01
2.069999999999999840e+00,2.566199999999999815e+00,8.134299999999999642e+00,1.176700000000000079e+00,1.000000000000000000e+00,2.000000000000000111e-01,1.361999999999999922e+01,1.125999999999999979e+01
1.925400000000000000e+00,3.269499999999999851e+00,1.412010000000000076e+01,1.123899999999999899e+00,1.000000000000000000e+00,2.000000000000000111e-01,1.430000000000000071e+01,1.753999999999999915e+01
1.947599999999999998e+00,3.488799999999999901e+00,1.374869999999999948e+01,1.134200000000000097e+00,1.000000000000000000e+00,2.000000000000000111e-01,1.425000000000000000e+01,1.837999999999999901e+01
1.916299999999999892e+00,3.416599999999999859e+00,1.365259999999999962e+01,1.132800000000000029e+00,1.000000000000000000e+00,2.000000000000000111e-01,1.485999999999999943e+01,1.875000000000000000e+01
1.918900000000000050e+00,3.009900000000000020e+00,1.167229999999999990e+01,1.114100000000000090e+00,1.000000000000000000e+00,2.000000000000000111e-01,1.391000000000000014e+01,1.712000000000000099e+01
1.917699999999999960e+00,2.706500000000000128e+00,1.003870000000000040e+01,1.098899999999999988e+00,1.000000000000000000e+00,2.000000000000000111e-01,1.315000000000000036e+01,1.558000000000000007e+01
